"Year","Chamber","distcyc","Democrat","Republican","dem_rid","dem_fec_cand_id","dem_fec_comm_id","rep_rid","rep_fec_cand_id","rep_fec_comm_id","dem_vote_share","dem_pres_vs","dem_diff","incumbency_status","dem_composite","rep_composite","dem_cces_voter_perceptions","rep_cces_voter_perceptions","dem_cfscore","rep_cfscore","dem_dwdime","rep_dwdime","dem_dwnom","rep_dwnom","dem_contrib_cfscore","rep_contrib_cfscore","dem_contrib_dwnom","rep_contrib_dwnom","dem_hall_snyder","rep_hall_snyder","dem_ggum","rep_ggum","dem_shor_mcarty_state_leg","rep_shor_mcarty_state_leg","dem_bailey_bridge","rep_bailey_bridge","dem_web_text_score","rep_web_text_score","dem_meisels_text_score","rep_meisels_text_score","dem_twitter_score","rep_twitter_score","dem_pac_mod_nyt","rep_pac_mod_nyt","dem_pac_mod_nyt_24","rep_pac_mod_nyt_24","dem_pac_prog_nyt","dem_pac_prog_nyt_24","dem_tenure","rep_tenure","turnout_rate_dem","turnout_rate_rep","turnout_rate_ind","dem_total_receipts","rep_total_receipts","dem_total_pac_contribs","dem_total_indiv_unitemized","dem_total_indiv_contrib","dem_total_contribs_from_self","dem_total_disbursements","dem_cand_gender","rep_total_receipts.1","rep_total_pac_contribs","rep_total_indiv_unitemized","rep_total_indiv_contrib","rep_total_contribs_from_self","rep_total_disbursements","rep_cand_gender","split_ticket_war","GEM_WAR","nyt_mod"
2020,"House","2020_GA_05","Nikema Williams","Angela Stanton-King","cand50137","H6GA05217","C00202416","cand142389","H8AZ09040","C00657304",0.851,0.872,-0.021,"Dem Incumbent",-5.001,-2.557,-1.517,-0.917,-0.888,-0.701,-1.438,-0.786,-1.563,-0.803,-1.041,NA,-1.157,NA,-1.071,-0.635,-1.586,-0.923,NA,NA,-2.055,-1.256,-1.06,-0.189,-1.56,NA,-1.828,-0.782,"mod","mod","nonmod","mod","nonprog","nonprog",16,0,0.655800890046434,0.884345989215632,0.513472218141216,3853955.38,2020240.34,399385.61,1999856.84,1320716.15,0,2969575.5,"M",2020240.34,655960.88,170846.82,1179987.13,0,1019971.13,"M",0.85,0.01577845,NA
2020,"House","2020_GA_06","Lucy McBath","Karen Handel","cand144627","H8GA06393","C00672295","cand140024","H8GA06286","C00633362",0.546,0.556,-0.010110258269874,"Dem Incumbent",-3.684,4.021,-1.111,1.313,-1.058,1.15,-0.902,1.401,-0.983,1.074,NA,NA,NA,NA,-1.101,1.248,-0.499,0.797,NA,NA,-0.579,1.488,-1.249,1.146,-1.17,0.571,-1.337,NA,"mod","mod","mod","nonmod","nonprog","nonprog",0,0,0.723152916250074,0.908621064060803,0.515773084213377,8678503.63,2984929.66,869818.3,2260189.34,4766593.41,0,8757258.96,"F",2984929.66,428050,515170.49,1908494.69,0,3032104.7,"F",-0.25,0.00462571,NA
2020,"House","2020_GA_07","Carolyn Bourdeaux","Rich McCormick","cand142460","H8GA07201","C00649376","cand149270","H0GA07273","C00706747",0.514,0.532,-0.0180874808864381,"Rep Incumbent",-3.322,4.626,-0.74,1.201,-1.006,1.029,-0.796,2.004,-0.866,2.039,-1.033,1.021,-0.883,2.15,-1.05,1.226,NA,NA,NA,NA,NA,NA,-0.959,0.917,-1.068,0.203,NA,NA,"mod","mod","nonmod","nonmod","nonprog","nonprog",-1,-2,0.85088232834323,0.928539707093136,0.605078707752456,5303913.83,2709379.62,436793.92,846691.99,3629505.07,0,5331899.54,"F",2709379.62,338549,246276.15,1432887.46,303306.05,2679580.55,"M",-0.95,0.0126039,NA
2020,"House","2020_GA_08","Lindsay Holliday","Austin Scott","cand152914","H0GA08115","C00743096","cand1114","H0GA08099","C00482737",0.355,0.374,-0.019206435796276,"Rep Incumbent",-1.336,3.459,-0.423,NA,-0.475,0.971,NA,1.366,NA,1.176,-0.439,NA,-0.359,NA,-0.568,1.055,NA,1.034,NA,0.709,NA,0.984,NA,0.723,0.187,NA,NA,0.828,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,11,0.654470386342192,0.916952928073158,0.447841098653839,7480.4,836255.71,0,260.4,0,0,5220,"F",836255.71,542300,7208,278500,0,730669.43,"M",-0.95,-0.002412495,NA
2020,"House","2020_GA_09","Devin Pandy","Andrew Clyde","cand152916","H0GA09170","C00730853","cand152923","H0GA09246","C00740100",0.214,0.227,-0.012806891479464,"Open Seat",-3.47,5.68,-1.105,1.384,-1.18,1.145,-1.117,1.974,NA,1.864,NA,1.148,NA,1.842,-1.13,1.901,NA,NA,NA,NA,NA,NA,-0.05,1.555,-0.53,1.791,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,-1,0.794070559753217,0.915019233819797,0.496014642498672,84431.36,1933971.19,73.89,46111.05,38246.42,0,84782.17,"M",1933971.19,153800,20296.49,210030,2934.55,1925862.71,"M",-0.65,0.00349049,NA
2020,"House","2020_GA_10","Tabitha Johnson-Green","Jody Hice","cand145207","H8GA10197","C00674143","cand36135","H0GA07125","C00544445",0.377,0.397,-0.020100785845273,"Rep Incumbent",-3.574,5.553,-0.752,1.407,-1.181,1.227,-1.106,1.957,NA,1.815,-1.207,1.274,NA,1.926,-1.193,1.626,NA,1.406,NA,NA,NA,1.326,NA,1.681,NA,1.454,NA,1.201,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,2,0.745750269274973,0.924625580545844,0.504384681619448,15057.96,600996.55,0,7887.45,7110,0,12463.57,"F",600996.55,191350,24038.05,385608.5,0,462698.35,"M",-0.85,-0.01381865,NA
2020,"House","2020_GA_11","Dana Barrett","Barry Loudermilk","cand152931","H0GA11036","C00721183","cand133859","H4GA11061","C00543892",0.396,0.422,-0.026261829792895,"Rep Incumbent",-3.072,4.785,-0.587,1.237,-0.955,1.005,-1.062,1.772,NA,1.527,-0.965,NA,-1.033,NA,-1.019,1.37,NA,1.257,NA,1.847,NA,1.246,NA,1.314,NA,NA,NA,0.893,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,7,0.806968008462224,0.919806027963977,0.532763032631373,404625.2,899982.15,3571.08,98681.36,294007.98,2800,394976.88,"F",899982.15,638050,19924.39,217112.6,0,723065.86,"M",-0.55,-0.00588839,NA
2020,"House","2020_GA_12","Liz Johnson","Rick Allen","cand152934","H0GA12059","C00722991","cand41707","H2GA12121","C00504019",0.416,0.435,-0.018807107,"Rep Incumbent",-3.235,4.458,-0.623,1.119,-1.028,1.084,-1.082,1.699,NA,1.554,-1.062,NA,NA,NA,-1.051,1.231,NA,1.187,NA,NA,NA,1.466,NA,1.068,NA,NA,NA,0.718,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,2,0.688548746015517,0.917369996336465,0.459851851851852,72360.98,1232199.41,2575.98,24933,44652,0,72360.98,"F",1232199.41,344250,79873.86,800881.32,0,666047.82,"M",-0.75,-0.02579985,NA
2020,"House","2020_GA_13","David Scott","Becky Hites","cand166083","H2GA13012","C00369801","cand152936","H0GA13131","C00736074",0.774,0.764,0.010004842991116,"Dem Incumbent",-1.576,3.997,1.243,1.042,-0.285,1.192,-0.822,NA,-0.868,NA,-0.273,1.236,-0.663,1.352,-0.471,1.312,-0.872,NA,-0.773,NA,-0.623,NA,-0.428,0.481,NA,0.457,-0.494,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",14,0,0.753518093293492,0.919490492442711,0.493533809283431,1228393.21,63879.77,1027900,2318.38,182888.24,0,1142722.37,"M",63879.77,0,7246,37883,0,63306.05,"F",-2.05,0.00937678,NA
2020,"House","2020_GA_14","Kevin Van Ausdal","Marjorie Taylor Greene","cand152947","H0GA14097","C00732669","cand149269","H0GA06192","H0GA06192",0.253,0.256,-0.00310117838277102,"Open Seat",-3.677,6.029,NA,1.548,-1.136,1.319,-1.075,1.923,NA,1.822,-1.14,1.368,-1.311,1.935,-1.165,1.468,NA,NA,NA,NA,NA,NA,-0.538,1.974,NA,1.913,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,-1,0.783418933232079,0.916850696111378,0.481576803816747,150457.5,2631427.34,0,88478.48,58979.02,0,126712.34,"M",2631427.34,59750,947016.33,664145.51,3724.89,2259896.17,"F",-1.9,0.03898455,NA
2020,"House","2020_HI_01","Ed Case","Ron Curtis","cand146287","H2HI02128","C00680918","cand141249","H8UT03238","C00647339",0.72,0.649,0.071,"Dem Incumbent",-1.899,2.825,-0.682,1.013,-0.487,0.523,-0.734,1.022,-0.625,0.964,-0.486,0.394,-0.492,1.086,-0.802,0.73,-0.618,1.113,-0.559,NA,-0.863,0.942,-0.118,0.706,0.159,NA,-0.632,0.516,"mod","mod","mod","mod","nonprog","nonprog",11,0,0.758495330745894,0.839942066301899,0.744514962871037,606355.5,905501.13,403562,37043.5,165750,0,570675.23,"M",905501.13,535467.22,7286.8,257250,0,718455.03,"M",-6.95,0.0693681,NA
2020,"House","2020_HI_02","Kai Kahele","Joe Akana","cand157001","H0HI02155","C00694604","cand152961","H0HI02213","C00742221",0.671,0.652,0.019183827442632,"Rep Incumbent",-3.579,1.219,-1.123,0.225,-0.806,0.549,-1.076,NA,-0.988,NA,-0.955,NA,-0.931,NA,-0.957,1.061,NA,NA,NA,NA,NA,NA,-0.895,-0.928,NA,-0.401,NA,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",-1,0,0.724009416852182,0.813331600831601,0.71779903879392,1253138.86,64517.78,345562.01,236656.45,636809.09,787.69,1059752.97,"M",64517.78,0,2090,32741.2,22186.58,66938.15,"M",-1.95,0.02056235,NA
2020,"House","2020_ID_01","Rudy Soto","Russ Fulcher","cand152974","H0ID01311","C00727586","cand141114","H8ID01124","C00648295",0.297,0.31,-0.012838169168273,"Rep Incumbent",-3.559,4.599,-0.799,1.313,-1.028,1.114,-1.015,1.697,NA,1.445,-1.032,1.093,NA,1.536,-0.963,1.526,NA,1.443,NA,1.439,NA,1.218,-0.738,1.111,-1.215,0.385,NA,1.237,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,7,0.944413169033173,0.956365048088545,0.911813494732123,305168.95,582993.13,17050,113130.31,167256.01,0,305168.95,"M",582993.13,358050,13211.7,205950,0,515964.61,"M",-0.85,-0.00682571,NA
2020,"House","2020_ID_02","C. Aaron Swisher","Mike Simpson","cand143153","H8ID02148","C00663542","cand1514","H8ID02064","C00331397",0.331,0.378,-0.046771677071661,"Rep Incumbent",-2.336,2.379,-0.276,1.113,-1.222,0.589,-0.698,0.858,NA,0.594,-1.123,NA,-0.643,NA,-0.621,0.72,NA,0.618,NA,0.554,NA,0.62,0.035,0.469,-0.385,NA,NA,0.653,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,14,0.95159550150864,0.959765758337434,0.923043268629797,74674.43,1010346.7,4000,24883.12,41572.81,100,74268.32,"M",1010346.7,749852.99,10383.21,249860.2,0,1101104.36,"M",2.1,0.001884805,NA
2020,"House","2020_IL_01","Bobby Rush","Philanise White","cand1285","H2IL01042","C00257121","cand150397","H0IL01194","C00719187",0.738,0.749,-0.010645690371419,"Dem Incumbent",-3.837,2.942,-1.458,0.283,-0.823,1.138,-1.337,NA,-1.295,NA,-1.005,1.182,-0.772,NA,-0.977,1.139,-1.306,NA,NA,NA,-1.763,NA,-0.458,0.18,NA,0.55,-0.766,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",13,0,0.724174196803596,0.924644644032009,0.64427746616338,545760.47,6288.6,466500,1015.28,75470,0,500779.36,"M",6288.6,0,3830.72,2457.88,0,5047.85,"U",2.15,-0.02254585,NA
2020,"House","2020_IL_02","Robin Kelly","Theresa Raborn","cand193438","H2IL02172","C00539866","cand148957","H0IL02127","C00705335",0.788,0.785,0.003,"Dem Incumbent",-3.938,3.003,-1.211,0.413,-1.012,1.401,-1.276,NA,-1.278,NA,-1.067,NA,-0.999,NA,-1.063,NA,-1.404,NA,-1.161,NA,-1.44,NA,-0.55,0.014,-0.804,0.217,-1.017,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",8,0,0.721857596000643,0.896115845840561,0.516194498211039,1639545.16,0,1061576.32,73410.58,489216.94,250,1112899.55,"F",0,0,0,0,0,0,"F",0.45,-0.006452615,NA
2020,"House","2020_IL_03","Marie Newman","Mike Fricilone","cand140604","H8IL03102","C00636670","cand149439","H0IL03117","C00707679",0.564,0.564,-0.000212717697361975,"Rep Incumbent",-4.366,3.06,-1.393,1.031,-1.099,0.862,-1.349,NA,-1.561,NA,-1.072,NA,-1.392,NA,-1.202,0.855,NA,NA,NA,NA,NA,NA,-1.34,NA,-0.605,NA,NA,NA,"nonmod","nonmod","nonmod","nonmod","prog","nonprog",-1,0,0.834470716207706,0.874712450204792,0.529650157935515,2835512.46,128457.99,331789.55,1006609.66,1488551.19,3777.75,2732742.44,"F",128457.99,0,27993.99,60355,0,127979.6,"M",0.55,-0.02231805,NA
2020,"House","2020_IL_04","Chuy Garcia","Jesus Solorio Jr.","cand143155","H8IL04134","C00661777","cand152983","H0IL04081","C00747535",0.841,0.823,0.018,"Dem Incumbent",-4.046,2.826,-1.335,0.048,-0.899,1.15,-1.212,NA,-1.163,NA,NA,NA,NA,NA,-1.239,1.332,-1.7,NA,-0.953,NA,-1.539,NA,-0.925,NA,NA,0.105,-1.151,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",12,0,0.795311922099813,0.851370731976391,0.469830665904544,838108.77,2065,415300,42221.49,348452.12,0,726422.03,"M",2065,0,565,1500,0,843.27,"M",-0.65,0.01630545,NA
2020,"House","2020_IL_05","Mike Quigley","Tommy Hanson","cand1081","H0IL05096","C00457556","cand54358","H8IL05073","C00451252",0.727,0.735,-0.00800000000000001,"Dem Incumbent",-3.125,NA,-0.976,NA,-0.812,NA,-0.994,NA,-0.922,NA,-0.829,NA,-0.577,NA,-0.808,NA,-1.091,NA,NA,NA,-1.295,NA,-0.376,NA,NA,NA,-0.936,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",5,0,0.896113436642364,0.889577264459306,0.665408028484466,1172557.2,0,763454,17760.18,371886,0,927704.61,"M",0,0,0,0,0,0,"M",2.1,0.004073065,NA
2020,"House","2020_IL_06","Sean Casten","Jeanne Ives","cand141118","H8IL06139","C00648493","cand124716","H0IL06060","C00712794",0.538,0.565,-0.027423428588672,"Dem Incumbent",-3.904,4.222,-1.164,1.313,-1.088,1.1,-1.358,1.79,-1.702,NA,-1.062,1.088,-1.551,1.476,-1.109,1.435,-0.913,NA,NA,NA,-0.806,NA,-0.638,0.295,-0.475,0.543,-1.175,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",0,3,0.870369262969054,0.898836216580544,0.608606154992044,5706347.83,3234103.36,1051681.28,890472.93,3590925.24,0,5437739.31,"M",3234103.36,193775.3,882080.45,2036938.73,100,3212740.66,"F",2.5,-0.005881395,NA
2020,"House","2020_IL_07","Danny Davis","Craig Cameron","cand1443","H4IL07037","C00172619","cand141127","H8IL17045","C00649426",0.858,0.877,-0.019,"Dem Incumbent",-3.932,NA,-1.423,NA,-0.755,NA,-1.336,NA,-1.314,NA,NA,NA,NA,NA,-0.899,NA,-1.427,NA,NA,NA,-1.764,NA,NA,NA,NA,NA,-0.644,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",11,0,0.718877305976621,0.836704805491991,0.583709894646746,549990.33,0,487152.56,11371.07,50800,0,510806.2,"M",0,0,0,0,0,0,"M",2.85,0.0073087,NA
2020,"House","2020_IL_09","Jan Schakowsky","Sargis Sangari","cand1515","H8IL09067","C00327023","cand142475","H8IL09190","C00658450",0.71,0.722,-0.012177966790368,"Dem Incumbent",-4.528,4.251,-1.517,0.895,-1.16,1.194,-1.462,NA,-1.595,NA,NA,1.245,NA,1.903,-1.077,1.486,-1.65,NA,-1.479,NA,-1.985,NA,-0.808,NA,-0.507,NA,-1.114,NA,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",12,0,0.880167168017635,0.890025388858085,0.630826604926513,1858402.52,35364,483275,291885.41,1072477.31,0,1538439.42,"F",35364,1500,8214,22350,0,34714.62,"U",2.65,-0.02167965,NA
2020,"House","2020_IL_10","Brad Schneider","Valerie Mukherjee","cand41950","H2IL10068","C00495952","cand149274","H0IL10351","C00707539",0.639,0.654,-0.015193521101867,"Dem Incumbent",-2.633,2.29,-1.088,0.648,-0.87,1.071,-0.685,NA,-0.603,NA,-0.753,1.114,-0.462,NA,-0.907,0.214,-0.817,NA,NA,NA,-0.982,NA,-0.476,NA,-0.435,NA,-0.555,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",3,0,0.869698624756832,0.891209882674281,0.588106284789364,3610180.42,1140245,1283262.41,307085.5,1884524.5,0,3024001.68,"M",1140245,5000,3824,18601,2800,1074784.26,"F",2.65,-0.0210913,NA
2020,"House","2020_IL_11","Bill Foster","Rick Laib","cand1013","H8IL14067","C00435099","cand149892","H0IL11110","C00715334",0.633,0.631,0.00198564568394499,"Dem Incumbent",-2.948,3.57,-0.805,0.878,-1.109,1.27,-0.756,NA,-0.705,NA,-1.009,NA,-0.611,NA,-1.13,1.128,-0.823,NA,NA,NA,-1.149,NA,-0.405,NA,-0.216,NA,-0.92,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",6,0,0.898635543223512,0.918828632684605,0.668038417796827,2418560.74,20931.67,912000,211534.98,1042096.81,0,1861112.75,"M",20931.67,50,10255.37,7266.3,100,20064.12,"M",0.55,-0.0147134,NA
2020,"House","2020_IL_12","Raymond Lenzi","Mike Bost","cand152992","H0IL12100","C00725564","cand160435","H4IL12060","C00546499",0.396,0.428,-0.032309339486874,"Rep Incumbent",-3.734,2.586,-0.952,1.301,-1.106,0.601,-1.08,0.964,NA,0.843,-1.111,0.67,-0.96,NA,-1.237,0.535,NA,0.629,NA,-0.129,NA,0.619,-1.16,0.994,-0.708,NA,NA,0.678,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,12,0.813296442071626,0.91902359476125,0.569276382570087,162489.4,1948780.91,17260.4,20663.6,64806.07,33209.33,162711.58,"M",1948780.91,1030395,98480.56,650000.35,0,1540312.3,"M",1.05,-0.0151574,NA
2020,"House","2020_IL_13","Betsy Dirksen Londrigan","Rodney Davis","cand141121","H8IL13150","C00649483","cand119904","H2IL13120","C00521948",0.455,0.482,-0.026629317670657,"Rep Incumbent",-3.704,1.933,-1.135,1.031,-0.999,0.692,-0.853,0.717,NA,0.553,NA,NA,NA,NA,-1.079,0.672,NA,0.539,NA,NA,NA,0.499,NA,0.111,-1.469,-0.212,NA,0.495,"mod","mod","nonmod","nonmod","nonprog","nonprog",0,3,0.769345920895659,0.911013345065259,0.58869922949292,5358994.51,5011860.29,652387.09,670496.22,3629653,100,5343867.56,"F",5011860.29,2862033.24,472726.07,1558526.87,0,4891001.05,"M",1.1,-0.0393389,NA
2020,"House","2020_IL_14","Lauren Underwood","Jim Oberweis","cand141589","H8IL14174","C00652719","cand104582","H8IL14083","C00696872",0.507,0.512,-0.00529998703384205,"Dem Incumbent",-4.141,3.558,-1.252,1.266,-1.121,0.884,-1.258,1.162,-1.597,NA,-1.093,0.839,-1.426,1.012,-1.128,1.121,-0.736,NA,NA,0.644,-0.791,NA,-0.841,1.132,-1.099,0.713,-1.52,NA,"mod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.882664958895146,0.921280157557853,0.67070891589967,7862452.21,3260718.65,901053,1729365.45,4584946.78,0,7360376.83,"F",3260718.65,146930,190585.22,1006489.8,8179.43,3171601.39,"M",0.4,0.00211042,NA
2020,"House","2020_IL_15","Erika Weaver","Mary Miller","cand153004","H0IL15194","C00729426","cand152997","H0IL15129","C00723916",0.266,0.264,0.00153945056460797,"Open Seat",-4.215,5.071,-0.564,1.201,-1.146,1.222,-1.08,1.931,NA,1.791,-0.919,NA,-1.212,NA,-1.229,1.678,NA,NA,NA,NA,NA,NA,-1.331,NA,-2.112,0.886,NA,NA,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,-1,0.865654673610585,0.925062091552065,0.60186370943571,58744.21,700256.95,65.26,30407.54,13717.39,0,32133.75,"F",700256.95,176584.7,94735.07,351687.18,0,581556.22,"F",-1.2,0.00595375,NA
2020,"House","2020_IL_16","Dan Brzozowski","Adam Kinzinger","cand150401","H0IL16184","C00718742","cand1119","H0IL11052","C00458877",0.353,0.418,-0.065161631455677,"Rep Incumbent",-3.606,2.042,-0.993,0.984,-1.106,0.414,-1.092,0.622,NA,0.443,-1.111,0.707,-0.944,0.654,-1.192,0.546,NA,0.55,NA,NA,NA,0.448,-0.858,1.078,-0.815,0.057,NA,0.337,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,4,0.884843932724213,0.91950170021434,0.623554269739622,448432.79,2115266.99,29303.53,159632.54,243396.72,1250,436823.19,"F",2115266.99,422527.32,95787.51,556976.77,0,1598081.23,"M",4.6,-0.04255765,NA
2020,"House","2020_IL_17","Cheri Bustos","Esther Joy King","cand42011","H2IL17071","C00498568","cand150402","H0IL17083","C00716498",0.52,0.492,0.028255173839679,"Dem Incumbent",-2.751,3.211,-1.005,1.254,-0.972,1.014,-0.708,1.152,-0.71,NA,-0.895,NA,-0.808,NA,-0.908,1.123,-0.869,NA,NA,NA,-0.901,NA,0.149,0.592,-0.611,0.153,-0.831,NA,"mod","mod","nonmod","mod","nonprog","nonprog",3,0,0.81234275777035,0.90757994472957,0.563624623331898,5063556.19,2019913.24,2349415.47,622666,1899870.65,0,6479373.11,"F",2019913.24,280944.58,346927.6,1330501.82,2341,2019336.77,"F",-2,0.02232605,NA
2020,"House","2020_IL_18","George Petrilli","Darin LaHood","cand155674","H0IL18073","C00760231","cand124648","H6IL18088","C00575050",0.296,0.377,-0.081099989512718,"Rep Incumbent",-3.721,3.225,-0.876,1.078,-1.143,0.645,NA,1.024,NA,0.994,NA,0.686,NA,1.113,-1.259,0.615,NA,0.905,NA,0.689,NA,0.805,NA,1.609,NA,0.755,NA,0.641,"nonmod","mod","nonmod","nonmod","nonprog","nonprog",0,4,NA,NA,NA,16219.62,3260958.75,1250,2469.62,0,2500,8270.2,"M",3260958.75,1904333.45,214115.23,913465,0,1761973.31,"M",5.3,-0.0370343,NA
2020,"House","2020_IN_01","Frank Mrvan","Mark Leyva","cand153013","H0IN01150","C00727529","cand155676","H8IN01096","C00357434",0.583,0.545,0.038378225544771,"Open Seat",-3.295,3.139,-1.011,0.625,-0.837,0.922,-0.798,NA,-0.876,NA,-0.708,0.992,-0.763,1.273,-0.889,1.114,NA,NA,NA,NA,NA,NA,-0.822,NA,-1.33,0.414,NA,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",-1,0,0.750585442870312,0.902622459799517,0.484319006774097,590634.89,0,215250,4038,355435.24,5600,476407.3,"M",0,0,0,0,0,0,"M",-3.4,-0.002782275,NA
2020,"House","2020_IN_02","Pat Hackett","Jackie Walorski","cand142479","H8IN02177","C00659078","cand36557","H0IN02190","C00468579",0.385,0.396,-0.011,"Rep Incumbent",-3.492,3.418,-0.982,1.154,-1.051,1.057,-0.813,1.288,NA,0.935,-1.052,0.973,NA,1.136,-0.932,1.142,NA,0.844,NA,0.897,NA,0.899,-1.3,1.233,-1.109,0.138,NA,0.572,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.76439763783557,0.895085857880776,0.452230548680939,885559.08,2381758.79,43350,156260.9,682562.18,240,870971.75,"F",2381758.79,1342908.39,75087.65,689794.99,0,1696493.34,"F",-0.9,0.01187495,NA
2020,"House","2020_IN_03","Chip Coldiron","Jim Banks","cand153031","H0IN03230","C00724666","cand104018","H6IN03229","C00577999",0.322,0.347,-0.02539853139361,"Rep Incumbent",-3.184,4.451,-0.787,1.36,-1.109,1.06,-1.083,1.704,NA,1.447,-1.094,1.051,NA,1.583,-1.086,1.22,NA,1.254,NA,1.311,NA,1.232,-0.633,0.995,-0.09,0.65,NA,1.168,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,4,0.783937364355558,0.905812627947645,0.477690393117321,97264.43,1223958.73,4600,53999.58,34505.89,950.16,93091.48,"M",1223958.73,678025.01,130778.68,403197.51,0,791040.64,"M",-0.05,-0.01610435,NA
2020,"House","2020_IN_04","Joe Mackey","Jim Baird","cand141592","H8IN04140","C00652255","cand142484","H8IN04199","C00662940",0.334,0.348,-0.014236355848338,"Open Seat",-3.255,3.931,-0.67,1.148,-1.123,0.994,-1.036,1.304,NA,0.955,-1.102,1.037,-0.54,1.077,-1.059,1.173,NA,1.153,NA,NA,NA,1.19,-0.77,NA,-0.804,NA,NA,0.937,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.826097539104034,0.902716842890361,0.521732695810565,45152.53,371674,200,18827.89,19743.81,25,43780.07,"M",371674,221475,7152.47,104917,0,233207.62,"M",-0.9,-0.00300683,NA
2020,"House","2020_IN_05","Christina Hale","Victoria Spartz","cand124863","H0IN05219","C00711887","cand153043","H0IN05326","C00737767",0.479,0.489,-0.010262373634957,"Open Seat",-3.13,4.481,-1.099,1.295,-0.904,1.139,-0.649,1.543,NA,1.057,-0.903,1.117,NA,1.202,-0.842,1.486,NA,NA,-0.302,1.187,NA,NA,-1.347,1.553,-1.417,NA,NA,NA,"mod","nonmod","nonmod","nonmod","nonprog","nonprog",3,-1,0.814799134876444,0.900654875929968,0.5331177507551,4019766.56,3270606.27,646015.63,635892.6,2405503.61,5700,4008303.05,"F",3270606.27,301350,550984.4,908564.01,6100,3161481.86,"F",-0.8,0.0184941,NA
2020,"House","2020_IN_06","Jannine Lee Lake","Greg Pence","cand144651","H8IN06152","H8IN06152","cand142488","H8IN06129","C00658401",0.288,0.297,-0.00908386268969896,"Rep Incumbent",-3.489,3.983,-1.005,1.543,-1.142,1.025,-1.111,1.447,NA,1.091,-1.146,1.033,NA,1.342,-1.114,1.188,NA,1.171,NA,NA,NA,1.201,-0.107,0.912,-0.924,0.059,NA,1.606,"nonmod","nonmod","nonmod","nonmod","nonprog","nonprog",0,0,0.812837386252635,0.897327474555121,0.500112356471459,NA,3160008.64,NA,NA,NA,NA,NA,"F",3160008.64,402750,1525884.08,850628.18,0,2849708.06,"M",-1.3,-0.004082,NA
2020,"House","2020_IN_07","Andrew Carson","Susan Marie Smith","cand1021","H8IN07184","C00442921","cand153051","H0IN07256","C00735449",0.624,0.641,-0.016647631720506,"Dem Incumbent",-3.514,3.9,-1.423,0.589,-0.862,1.154,-1.081,1.852,-1.188,NA,-0.703,1.211,-0.956,NA,-0.829,1.332,-1.243,NA,NA,NA,-1.232,NA,-0.684,0.678,NA,NA,-0.668,NA,"mod","nonmod","mod","nonmod","nonprog","nonprog",6,0,0.715528768233387,0.87915862981683,0.469294395929722,1020534.26,62905.1,448450,25864.22,493208.25,0,882861.6,"M",62905.1,1600,6191.44,45327.41,1159.25,59843.39,"F",1.7,-0.04092385,NA
2020,"House","2020_IN_08","E. Thomasina Marsili","Larry Bucshon","cand153056","H0IN08213","C00724310","cand1123","H0IN08114","C00468256",0.308,0.337,-0.028651575399408,"Rep Incumbent",-4.366,3.224,-1.435,1.207,-1.125,0.891,-1.035,1.19,NA,0.799,-1.106,NA,NA,NA,-1.171,1.108,NA,0.766,NA,NA,NA,0.697,-1.623,0.779,-1.404,NA,NA,0.73,"nonmod","mod","nonmod","mod","nonprog","nonprog",0,4,0.782287856453932,0.90614086670587,0.469117989017344,68734.44,1056939.69,3964.25,23671.14,36925.5,2223,68480.01,"F",1056939.69,795500,15749.76,240500,0,1084250.52,"M",0.7,-0.00370396,NA
